FeederLogID,LineID,OrderID,FeederSlotNo,ComponentPartNumber,ReelLotNo,LoadedTimestamp,ComponentsLoadedQty,ComponentsConsumedQty,ComponentsRemainingQty,LoadedByOperatorID
FLOG-000192,LINE-B,ORD-1404-0019,58,RES-0402-10R,LOT-198261,1404/11/05 09:40:00,5000,100,4900,EMP-006
FLOG-000193,LINE-B,ORD-1404-0019,54,RES-0201-1K,LOT-962177,1404/11/05 09:40:00,10000,102,9898,EMP-006
FLOG-000194,LINE-B,ORD-1404-0019,2,CAP-0603-1uF,LOT-692719,1404/11/05 09:40:00,4000,94,3906,EMP-006
FLOG-000195,LINE-B,ORD-1404-0019,3,IC-SOIC-TXRX-RS485,LOT-612944,1404/11/05 09:40:00,2500,99,2401,EMP-006
FLOG-000196,LINE-B,ORD-1404-0019,44,RES-0402-10K,LOT-139692,1404/11/05 09:40:00,4000,92,3908,EMP-006
FLOG-000197,LINE-B,ORD-1404-0019,14,RES-0402-100K,LOT-799253,1404/11/05 09:40:00,4000,100,3900,EMP-006
FLOG-000198,LINE-A,ORD-1404-0020,58,RES-0402-100K,LOT-725627,1404/11/08 08:12:00,5000,57,4943,EMP-005
FLOG-000199,LINE-A,ORD-1404-0020,46,RES-0402-4K7,LOT-624118,1404/11/08 08:12:00,10000,57,9943,EMP-005
FLOG-000200,LINE-A,ORD-1404-0020,59,CAP-0603-100nF,LOT-369924,1404/11/08 08:12:00,4000,63,3937,EMP-005
FLOG-000201,LINE-A,ORD-1404-0020,29,RES-0402-1K,LOT-889022,1404/11/08 08:12:00,5000,63,4937,EMP-005
FLOG-000202,LINE-A,ORD-1404-0020,6,IC-SOIC-MCU-ATMEGA328,LOT-425190,1404/11/08 08:12:00,4000,65,3935,EMP-005
FLOG-000203,LINE-A,ORD-1404-0020,38,DIO-LED-0603-RED,LOT-584367,1404/11/08 08:12:00,2500,58,2442,EMP-005
FLOG-000204,LINE-A,ORD-1404-0020,50,IC-SOIC-TXRX-RS485,LOT-570318,1404/11/08 08:12:00,4000,62,3938,EMP-005
FLOG-000205,LINE-A,ORD-1404-0020,54,IC-BGA-PMIC-MULTI,LOT-437764,1404/11/08 08:12:00,5000,58,4942,EMP-005
FLOG-000206,LINE-A,ORD-1404-0020,28,CONN-HDR-4P,LOT-802520,1404/11/08 08:12:00,10000,59,9941,EMP-005
FLOG-000207,LINE-B,ORD-1404-0021,40,CAP-0603-100pF,LOT-868610,1404/11/08 11:06:00,4000,10,3990,EMP-006
FLOG-000208,LINE-B,ORD-1404-0021,42,RES-0402-330R,LOT-203219,1404/11/08 11:06:00,2500,10,2490,EMP-006
FLOG-000209,LINE-B,ORD-1404-0021,14,RES-0402-4K7,LOT-166974,1404/11/08 11:06:00,10000,10,9990,EMP-006
FLOG-000210,LINE-B,ORD-1404-0021,27,IC-SOIC-PMIC-BUCK1A,LOT-729554,1404/11/08 11:06:00,10000,10,9990,EMP-006
FLOG-000211,LINE-B,ORD-1404-0021,11,DIO-LED-0603-GRN,LOT-885901,1404/11/08 11:06:00,10000,10,9990,EMP-006
FLOG-000212,LINE-B,ORD-1404-0021,8,RES-0402-1K,LOT-470737,1404/11/08 11:06:00,10000,10,9990,EMP-006
FLOG-000213,LINE-B,ORD-1404-0021,3,RES-0402-10K,LOT-662655,1404/11/08 11:06:00,2500,10,2490,EMP-006
FLOG-000214,LINE-B,ORD-1404-0021,28,IC-SOIC-OPAMP-DUAL,LOT-116956,1404/11/08 11:06:00,2500,10,2490,EMP-006
FLOG-000215,LINE-B,ORD-1404-0021,12,RES-0402-22R,LOT-406679,1404/11/08 11:06:00,4000,11,3989,EMP-006
FLOG-000216,LINE-B,ORD-1404-0021,39,CAP-0201-10pF,LOT-576642,1404/11/08 11:06:00,5000,10,4990,EMP-006
FLOG-000217,LINE-A,ORD-1404-0022,53,CAP-0201-10pF,LOT-954342,1404/11/08 11:13:00,10000,24,9976,EMP-004
FLOG-000218,LINE-A,ORD-1404-0022,12,CAP-0603-100nF,LOT-746251,1404/11/08 11:13:00,5000,27,4973,EMP-004
FLOG-000219,LINE-A,ORD-1404-0022,47,IC-SOIC-EEPROM-24C02,LOT-844573,1404/11/08 11:13:00,10000,25,9975,EMP-004
FLOG-000220,LINE-A,ORD-1404-0022,20,IC-SOIC-MCU-ATMEGA328,LOT-620041,1404/11/08 11:13:00,10000,24,9976,EMP-004
FLOG-000221,LINE-A,ORD-1404-0022,25,CAP-0201-100nF,LOT-820673,1404/11/08 11:13:00,10000,24,9976,EMP-004
FLOG-000222,LINE-A,ORD-1404-0022,48,RES-0201-100K,LOT-221473,1404/11/08 11:13:00,4000,24,3976,EMP-004
FLOG-000223,LINE-A,ORD-1404-0022,34,RES-0201-1K,LOT-138731,1404/11/08 11:13:00,4000,26,3974,EMP-004
FLOG-000224,LINE-A,ORD-1404-0022,59,RES-0402-10K,LOT-313011,1404/11/08 11:13:00,2500,27,2473,EMP-004
FLOG-000225,LINE-A,ORD-1404-0023,28,RES-0402-22R,LOT-861735,1404/11/09 11:13:00,2500,44,2456,EMP-002
FLOG-000226,LINE-A,ORD-1404-0023,57,RES-0201-10K,LOT-495138,1404/11/09 11:13:00,2500,48,2452,EMP-002
FLOG-000227,LINE-A,ORD-1404-0023,37,RES-0402-10K,LOT-795865,1404/11/09 11:13:00,4000,49,3951,EMP-002
FLOG-000228,LINE-A,ORD-1404-0023,49,DIO-LED-0603-GRN,LOT-620671,1404/11/09 11:13:00,2500,43,2457,EMP-002
FLOG-000229,LINE-A,ORD-1404-0023,7,RES-0402-10K,LOT-282730,1404/11/09 11:13:00,10000,46,9954,EMP-002
FLOG-000230,LINE-A,ORD-1404-0023,3,RES-0402-330R,LOT-471100,1404/11/09 11:13:00,4000,45,3955,EMP-002
FLOG-000231,LINE-A,ORD-1404-0023,39,CAP-0603-4.7uF,LOT-453807,1404/11/09 11:13:00,2500,44,2456,EMP-002
FLOG-000232,LINE-A,ORD-1404-0023,33,IC-SOIC-MCU-ATMEGA328,LOT-892476,1404/11/09 11:13:00,5000,43,4957,EMP-002
FLOG-000233,LINE-A,ORD-1404-0023,13,RES-0402-22R,LOT-619221,1404/11/09 11:13:00,2500,46,2454,EMP-002
FLOG-000234,LINE-A,ORD-1404-0023,35,CONN-TERM-BLOCK-3P,LOT-867864,1404/11/09 11:13:00,2500,47,2453,EMP-002
FLOG-000235,LINE-B,ORD-1404-0024,34,IC-SOIC-MCU-STM32F1,LOT-123882,1404/11/07 12:54:00,10000,80,9920,EMP-008
FLOG-000236,LINE-B,ORD-1404-0024,35,DIO-1N4148,LOT-560200,1404/11/07 12:54:00,10000,75,9925,EMP-008
FLOG-000237,LINE-B,ORD-1404-0024,19,CAP-0201-10pF,LOT-993117,1404/11/07 12:54:00,10000,75,9925,EMP-008
FLOG-000238,LINE-B,ORD-1404-0024,18,IC-SOIC-TXRX-RS485,LOT-817160,1404/11/07 12:54:00,10000,74,9926,EMP-008
FLOG-000239,LINE-B,ORD-1404-0024,23,CAP-0201-10pF,LOT-995833,1404/11/07 12:54:00,2500,76,2424,EMP-008
FLOG-000240,LINE-B,ORD-1404-0024,48,CAP-0603-1uF,LOT-928740,1404/11/07 12:54:00,10000,78,9922,EMP-008
FLOG-000241,LINE-B,ORD-1404-0024,39,RES-0402-4K7,LOT-960112,1404/11/07 12:54:00,10000,74,9926,EMP-008
FLOG-000242,LINE-B,ORD-1404-0024,21,CAP-0603-100pF,LOT-250058,1404/11/07 12:54:00,4000,75,3925,EMP-008
FLOG-000243,LINE-B,ORD-1404-0024,27,RES-0402-100K,LOT-508325,1404/11/07 12:54:00,4000,84,3916,EMP-008
FLOG-000244,LINE-B,ORD-1404-0024,45,DIO-LED-0603-RED,LOT-844900,1404/11/07 12:54:00,10000,79,9921,EMP-008
FLOG-000245,LINE-B,ORD-1404-0024,5,CONN-HDR-2P,LOT-666861,1404/11/07 12:54:00,10000,78,9922,EMP-008
FLOG-000246,LINE-B,ORD-1404-0025,48,CAP-0603-10uF,LOT-680018,1404/11/08 14:40:00,5000,9,4991,EMP-010
FLOG-000247,LINE-B,ORD-1404-0025,53,RES-0402-100R,LOT-418682,1404/11/08 14:40:00,2500,9,2491,EMP-010
FLOG-000248,LINE-B,ORD-1404-0025,51,RES-0402-330R,LOT-237054,1404/11/08 14:40:00,2500,9,2491,EMP-010
FLOG-000249,LINE-B,ORD-1404-0025,55,CAP-0201-100nF,LOT-747484,1404/11/08 14:40:00,2500,9,2491,EMP-010
FLOG-000250,LINE-B,ORD-1404-0025,37,DIO-1N4148,LOT-211835,1404/11/08 14:40:00,4000,9,3991,EMP-010
FLOG-000251,LINE-B,ORD-1404-0025,22,RES-0201-100K,LOT-558506,1404/11/08 14:40:00,4000,10,3990,EMP-010
FLOG-000252,LINE-B,ORD-1404-0025,35,DIO-SS14,LOT-926445,1404/11/08 14:40:00,4000,9,3991,EMP-010
FLOG-000253,LINE-B,ORD-1404-0025,27,RES-0402-100R,LOT-690165,1404/11/08 14:40:00,4000,9,3991,EMP-010
FLOG-000254,LINE-B,ORD-1404-0025,40,CAP-0603-100nF,LOT-186146,1404/11/08 14:40:00,5000,9,4991,EMP-010
FLOG-000255,LINE-B,ORD-1404-0025,17,DIO-LED-0603-GRN,LOT-537248,1404/11/08 14:40:00,2500,9,2491,EMP-010
FLOG-000256,LINE-B,ORD-1404-0025,15,DIO-SS14,LOT-761580,1404/11/08 14:40:00,5000,10,4990,EMP-010
FLOG-000257,LINE-B,ORD-1404-0025,49,CAP-0201-100nF,LOT-190858,1404/11/08 14:40:00,2500,9,2491,EMP-010
FLOG-000258,LINE-A,ORD-1404-0026,25,IC-SOIC-TXRX-RS485,LOT-475321,1404/11/09 11:59:00,10000,1157,8843,EMP-003
FLOG-000259,LINE-A,ORD-1404-0026,52,RES-0402-100R,LOT-614208,1404/11/09 11:59:00,2500,1197,1303,EMP-003
FLOG-000260,LINE-A,ORD-1404-0026,12,DIO-SS14,LOT-776396,1404/11/09 11:59:00,4000,1138,2862,EMP-003
FLOG-000261,LINE-A,ORD-1404-0026,24,RES-0201-47K,LOT-984850,1404/11/09 11:59:00,5000,1148,3852,EMP-003
FLOG-000262,LINE-A,ORD-1404-0026,3,RES-0201-10K,LOT-316885,1404/11/09 11:59:00,10000,1205,8795,EMP-003
FLOG-000263,LINE-A,ORD-1404-0026,55,DIO-1N4148,LOT-837979,1404/11/09 11:59:00,5000,1221,3779,EMP-003
FLOG-000264,LINE-A,ORD-1404-0026,34,RES-0402-4K7,LOT-488125,1404/11/09 11:59:00,4000,1249,2751,EMP-003
FLOG-000265,LINE-A,ORD-1404-0026,56,IC-SOIC-PMIC-BUCK1A,LOT-288942,1404/11/09 11:59:00,2500,1155,1345,EMP-003
FLOG-000266,LINE-A,ORD-1404-0026,1,RES-0402-100K,LOT-768369,1404/11/09 11:59:00,10000,1276,8724,EMP-003
FLOG-000267,LINE-A,ORD-1404-0026,44,RES-0402-100K,LOT-234264,1404/11/09 11:59:00,2500,1281,1219,EMP-003
FLOG-000268,LINE-A,ORD-1404-0026,37,IC-SOIC-PMIC-BUCK1A,LOT-763821,1404/11/09 11:59:00,2500,1146,1354,EMP-003
FLOG-000269,LINE-A,ORD-1404-0027,32,IC-SOIC-MCU-STM32F1,LOT-254150,1404/11/07 08:03:00,2500,94,2406,EMP-003
FLOG-000270,LINE-A,ORD-1404-0027,60,CAP-0201-100nF,LOT-620863,1404/11/07 08:03:00,2500,93,2407,EMP-003
FLOG-000271,LINE-A,ORD-1404-0027,6,RES-0402-10K,LOT-877115,1404/11/07 08:03:00,4000,97,3903,EMP-003
FLOG-000272,LINE-A,ORD-1404-0027,17,DIO-SS14,LOT-597424,1404/11/07 08:03:00,5000,100,4900,EMP-003
FLOG-000273,LINE-A,ORD-1404-0027,11,CAP-0603-22pF,LOT-763042,1404/11/07 08:03:00,4000,93,3907,EMP-003
FLOG-000274,LINE-A,ORD-1404-0027,46,IC-SOIC-OPAMP-DUAL,LOT-348606,1404/11/07 08:03:00,5000,92,4908,EMP-003
FLOG-000275,LINE-A,ORD-1404-0027,23,IC-SOIC-EEPROM-24C02,LOT-639648,1404/11/07 08:03:00,2500,91,2409,EMP-003
FLOG-000276,LINE-A,ORD-1404-0027,48,DIO-SS14,LOT-617799,1404/11/07 08:03:00,5000,101,4899,EMP-003
FLOG-000277,LINE-A,ORD-1404-0027,47,CAP-0201-10pF,LOT-401890,1404/11/07 08:03:00,2500,97,2403,EMP-003
FLOG-000278,LINE-A,ORD-1404-0027,2,DIO-SS14,LOT-416996,1404/11/07 08:03:00,2500,99,2401,EMP-003
FLOG-000279,LINE-A,ORD-1404-0027,31,RES-0402-330R,LOT-455417,1404/11/07 08:03:00,2500,95,2405,EMP-003
FLOG-000280,LINE-A,ORD-1404-0028,42,RES-0402-4K7,LOT-372194,1404/11/11 07:00:00,4000,73,3927,EMP-002
FLOG-000281,LINE-A,ORD-1404-0028,58,RES-0402-10R,LOT-245624,1404/11/11 07:00:00,4000,66,3934,EMP-002
FLOG-000282,LINE-A,ORD-1404-0028,60,CAP-0201-10pF,LOT-270931,1404/11/11 07:00:00,2500,74,2426,EMP-002
FLOG-000283,LINE-A,ORD-1404-0028,31,RES-0402-330R,LOT-911009,1404/11/11 07:00:00,4000,70,3930,EMP-002
FLOG-000284,LINE-A,ORD-1404-0028,38,DIO-SS14,LOT-543097,1404/11/11 07:00:00,4000,74,3926,EMP-002
FLOG-000285,LINE-A,ORD-1404-0028,57,RES-0402-22R,LOT-157655,1404/11/11 07:00:00,10000,67,9933,EMP-002
FLOG-000286,LINE-A,ORD-1404-0028,51,RES-0402-100K,LOT-861469,1404/11/11 07:00:00,4000,71,3929,EMP-002
FLOG-000287,LINE-A,ORD-1404-0028,2,RES-0402-10R,LOT-240479,1404/11/11 07:00:00,4000,69,3931,EMP-002
FLOG-000288,LINE-A,ORD-1404-0028,5,CONN-HDR-2P,LOT-608149,1404/11/11 07:00:00,2500,71,2429,EMP-002
FLOG-000289,LINE-A,ORD-1404-0029,38,IC-SOIC-MCU-STM32F1,LOT-113373,1404/11/11 07:00:00,4000,75,3925,EMP-003
FLOG-000290,LINE-A,ORD-1404-0029,48,IC-SOIC-MCU-STM32F1,LOT-739521,1404/11/11 07:00:00,4000,70,3930,EMP-003
FLOG-000291,LINE-A,ORD-1404-0029,31,RES-0402-330R,LOT-542562,1404/11/11 07:00:00,4000,74,3926,EMP-003
FLOG-000292,LINE-A,ORD-1404-0029,33,IC-SOIC-MCU-ATMEGA328,LOT-999006,1404/11/11 07:00:00,5000,67,4933,EMP-003
FLOG-000293,LINE-A,ORD-1404-0029,21,DIO-LED-0603-RED,LOT-379467,1404/11/11 07:00:00,4000,68,3932,EMP-003
FLOG-000294,LINE-A,ORD-1404-0029,52,CAP-0603-4.7uF,LOT-834164,1404/11/11 07:00:00,5000,74,4926,EMP-003
FLOG-000295,LINE-A,ORD-1404-0029,1,RES-0402-10K,LOT-678658,1404/11/11 07:00:00,10000,70,9930,EMP-003
FLOG-000296,LINE-A,ORD-1404-0029,22,IC-SOIC-PMIC-BUCK1A,LOT-389892,1404/11/11 07:00:00,2500,75,2425,EMP-003
FLOG-000297,LINE-A,ORD-1404-0029,30,RES-0201-47K,LOT-507212,1404/11/11 07:00:00,10000,70,9930,EMP-003
FLOG-000298,LINE-A,ORD-1404-0029,34,RES-0201-10K,LOT-210319,1404/11/11 07:00:00,4000,66,3934,EMP-003
FLOG-000299,LINE-A,ORD-1404-0029,58,RES-0201-100K,LOT-605049,1404/11/11 07:00:00,5000,72,4928,EMP-003
FLOG-000300,LINE-A,ORD-1404-0029,2,CONN-TERM-BLOCK-3P,LOT-369665,1404/11/11 07:00:00,4000,72,3928,EMP-003
FLOG-000301,LINE-A,ORD-1404-0030,31,IC-SOIC-PMIC-BUCK1A,LOT-135716,1404/11/11 10:56:00,2500,29,2471,EMP-003
FLOG-000302,LINE-A,ORD-1404-0030,37,RES-0402-1K,LOT-623194,1404/11/11 10:56:00,10000,30,9970,EMP-003
FLOG-000303,LINE-A,ORD-1404-0030,3,IC-SOIC-MCU-STM32F1,LOT-588857,1404/11/11 10:56:00,2500,30,2470,EMP-003
FLOG-000304,LINE-A,ORD-1404-0030,57,RES-0402-10K,LOT-129186,1404/11/11 10:56:00,5000,29,4971,EMP-003
FLOG-000305,LINE-A,ORD-1404-0030,49,CAP-0603-22pF,LOT-633863,1404/11/11 10:56:00,10000,30,9970,EMP-003
FLOG-000306,LINE-A,ORD-1404-0030,27,DIO-LED-0603-RED,LOT-981471,1404/11/11 10:56:00,4000,28,3972,EMP-003
FLOG-000307,LINE-A,ORD-1404-0030,22,CAP-0603-100nF,LOT-818650,1404/11/11 10:56:00,2500,29,2471,EMP-003
FLOG-000308,LINE-A,ORD-1404-0030,48,DIO-SS14,LOT-257945,1404/11/11 10:56:00,4000,29,3971,EMP-003
FLOG-000309,LINE-A,ORD-1404-0030,12,IC-SOIC-PMIC-BUCK1A,LOT-886540,1404/11/11 10:56:00,5000,29,4971,EMP-003
FLOG-000310,LINE-A,ORD-1404-0030,45,IC-SOIC-MCU-STM32F1,LOT-165732,1404/11/11 10:56:00,2500,27,2473,EMP-003
FLOG-000311,LINE-A,ORD-1404-0030,5,CAP-0603-100nF,LOT-661184,1404/11/11 10:56:00,5000,30,4970,EMP-003
FLOG-000312,LINE-A,ORD-1404-0030,16,IC-BGA-PMIC-MULTI,LOT-736259,1404/11/11 10:56:00,4000,30,3970,EMP-003
FLOG-000313,LINE-A,ORD-1404-0030,29,CONN-HDR-2P,LOT-369623,1404/11/11 10:56:00,2500,27,2473,EMP-003
FLOG-000314,LINE-A,ORD-1404-0031,30,RES-0201-100K,LOT-625931,1404/11/11 14:17:00,10000,303,9697,EMP-004
FLOG-000315,LINE-A,ORD-1404-0031,48,RES-0402-100K,LOT-974727,1404/11/11 14:17:00,5000,301,4699,EMP-004
FLOG-000316,LINE-A,ORD-1404-0031,59,DIO-1N4148,LOT-143067,1404/11/11 14:17:00,5000,300,4700,EMP-004
FLOG-000317,LINE-A,ORD-1404-0031,20,RES-0402-10R,LOT-293399,1404/11/11 14:17:00,10000,318,9682,EMP-004
FLOG-000318,LINE-A,ORD-1404-0031,21,DIO-LED-0603-GRN,LOT-872085,1404/11/11 14:17:00,5000,334,4666,EMP-004
FLOG-000319,LINE-A,ORD-1404-0031,23,RES-0402-10R,LOT-591824,1404/11/11 14:17:00,2500,313,2187,EMP-004
FLOG-000320,LINE-A,ORD-1404-0031,32,CAP-0201-10pF,LOT-397051,1404/11/11 14:17:00,5000,324,4676,EMP-004
FLOG-000321,LINE-A,ORD-1404-0031,34,RES-0201-1K,LOT-362185,1404/11/11 14:17:00,5000,306,4694,EMP-004
FLOG-000322,LINE-A,ORD-1404-0031,43,IC-SOIC-MCU-ATMEGA328,LOT-655142,1404/11/11 14:17:00,2500,312,2188,EMP-004
FLOG-000323,LINE-A,ORD-1404-0031,5,RES-0402-100R,LOT-414397,1404/11/11 14:17:00,4000,317,3683,EMP-004
FLOG-000324,LINE-A,ORD-1404-0031,54,IC-BGA-PMIC-MULTI,LOT-707211,1404/11/11 14:17:00,4000,315,3685,EMP-004
FLOG-000325,LINE-B,ORD-1404-0032,55,RES-0402-100K,LOT-678268,1404/11/09 13:32:00,2500,22,2478,EMP-006
FLOG-000326,LINE-B,ORD-1404-0032,46,CAP-0201-100nF,LOT-536407,1404/11/09 13:32:00,4000,22,3978,EMP-006
FLOG-000327,LINE-B,ORD-1404-0032,22,CAP-0603-100nF,LOT-399016,1404/11/09 13:32:00,10000,21,9979,EMP-006
FLOG-000328,LINE-B,ORD-1404-0032,11,CAP-0201-10pF,LOT-861786,1404/11/09 13:32:00,2500,21,2479,EMP-006
FLOG-000329,LINE-B,ORD-1404-0032,38,DIO-1N4148,LOT-920813,1404/11/09 13:32:00,5000,21,4979,EMP-006
FLOG-000330,LINE-B,ORD-1404-0032,36,IC-SOIC-MCU-ATMEGA328,LOT-673947,1404/11/09 13:32:00,2500,22,2478,EMP-006
FLOG-000331,LINE-B,ORD-1404-0032,23,DIO-1N4148,LOT-244553,1404/11/09 13:32:00,10000,23,9977,EMP-006
FLOG-000332,LINE-B,ORD-1404-0032,30,RES-0402-330R,LOT-108167,1404/11/09 13:32:00,5000,21,4979,EMP-006
FLOG-000333,LINE-B,ORD-1404-0032,53,CAP-0201-10pF,LOT-762935,1404/11/09 13:32:00,4000,23,3977,EMP-006
FLOG-000334,LINE-B,ORD-1404-0032,52,IC-SOIC-MCU-STM32F1,LOT-492515,1404/11/09 13:32:00,4000,22,3978,EMP-006
FLOG-000335,LINE-B,ORD-1404-0032,3,RES-0402-100K,LOT-746015,1404/11/09 13:32:00,10000,21,9979,EMP-006
FLOG-000336,LINE-B,ORD-1404-0032,56,RES-0402-22R,LOT-927327,1404/11/09 13:32:00,5000,21,4979,EMP-006
FLOG-000337,LINE-B,ORD-1404-0032,18,RES-0201-1K,LOT-901726,1404/11/09 13:32:00,4000,24,3976,EMP-006
FLOG-000338,LINE-B,ORD-1404-0032,15,RES-0402-10K,LOT-309513,1404/11/09 13:32:00,5000,23,4977,EMP-006
FLOG-000339,LINE-B,ORD-1404-0032,27,CONN-TERM-BLOCK-3P,LOT-827447,1404/11/09 13:32:00,10000,21,9979,EMP-006
FLOG-000340,LINE-B,ORD-1404-0033,45,IC-SOIC-PMIC-BUCK1A,LOT-608155,1404/11/11 09:44:00,5000,30,4970,EMP-009
FLOG-000341,LINE-B,ORD-1404-0033,19,CAP-0603-22pF,LOT-316354,1404/11/11 09:44:00,2500,32,2468,EMP-009
FLOG-000342,LINE-B,ORD-1404-0033,35,RES-0201-100K,LOT-324455,1404/11/11 09:44:00,5000,31,4969,EMP-009
FLOG-000343,LINE-B,ORD-1404-0033,8,IC-SOIC-MCU-STM32F1,LOT-918273,1404/11/11 09:44:00,2500,32,2468,EMP-009
FLOG-000344,LINE-B,ORD-1404-0033,6,RES-0201-100K,LOT-973709,1404/11/11 09:44:00,2500,31,2469,EMP-009
FLOG-000345,LINE-B,ORD-1404-0033,50,RES-0402-4K7,LOT-103580,1404/11/11 09:44:00,2500,29,2471,EMP-009
FLOG-000346,LINE-B,ORD-1404-0033,3,RES-0402-100K,LOT-544889,1404/11/11 09:44:00,4000,29,3971,EMP-009
FLOG-000347,LINE-B,ORD-1404-0033,9,CAP-0201-100nF,LOT-703224,1404/11/11 09:44:00,4000,30,3970,EMP-009
FLOG-000348,LINE-B,ORD-1404-0033,15,CONN-USB-C,LOT-701280,1404/11/11 09:44:00,2500,32,2468,EMP-009
FLOG-000349,LINE-B,ORD-1404-0034,43,IC-SOIC-EEPROM-24C02,LOT-498522,1404/11/09 14:43:00,4000,21,3979,EMP-009
FLOG-000350,LINE-B,ORD-1404-0034,33,RES-0402-1K,LOT-558398,1404/11/09 14:43:00,5000,20,4980,EMP-009
FLOG-000351,LINE-B,ORD-1404-0034,31,CAP-0201-10pF,LOT-287956,1404/11/09 14:43:00,5000,21,4979,EMP-009
FLOG-000352,LINE-B,ORD-1404-0034,50,RES-0402-10K,LOT-851099,1404/11/09 14:43:00,10000,20,9980,EMP-009
FLOG-000353,LINE-B,ORD-1404-0034,32,DIO-SS14,LOT-995404,1404/11/09 14:43:00,10000,20,9980,EMP-009
FLOG-000354,LINE-B,ORD-1404-0034,36,DIO-SS14,LOT-397622,1404/11/09 14:43:00,4000,20,3980,EMP-009
FLOG-000355,LINE-B,ORD-1404-0034,8,RES-0402-330R,LOT-905861,1404/11/09 14:43:00,2500,20,2480,EMP-009
FLOG-000356,LINE-B,ORD-1404-0034,7,DIO-1N4148,LOT-443018,1404/11/09 14:43:00,5000,21,4979,EMP-009
FLOG-000357,LINE-B,ORD-1404-0034,46,CAP-0603-100pF,LOT-509795,1404/11/09 14:43:00,2500,21,2479,EMP-009
FLOG-000358,LINE-B,ORD-1404-0034,35,CONN-TERM-BLOCK-3P,LOT-980355,1404/11/09 14:43:00,5000,20,4980,EMP-009
FLOG-000359,LINE-B,ORD-1404-0035,22,IC-SOIC-OPAMP-DUAL,LOT-839550,1404/11/11 07:00:00,10000,23,9977,EMP-006
FLOG-000360,LINE-B,ORD-1404-0035,26,CAP-0603-100nF,LOT-178718,1404/11/11 07:00:00,10000,21,9979,EMP-006
FLOG-000361,LINE-B,ORD-1404-0035,44,IC-SOIC-MCU-STM32F1,LOT-971610,1404/11/11 07:00:00,5000,22,4978,EMP-006
FLOG-000362,LINE-B,ORD-1404-0035,37,RES-0402-100R,LOT-343323,1404/11/11 07:00:00,2500,21,2479,EMP-006
FLOG-000363,LINE-B,ORD-1404-0035,39,IC-SOIC-EEPROM-24C02,LOT-364528,1404/11/11 07:00:00,2500,21,2479,EMP-006
FLOG-000364,LINE-B,ORD-1404-0035,53,IC-SOIC-MCU-STM32F1,LOT-618743,1404/11/11 07:00:00,5000,21,4979,EMP-006
FLOG-000365,LINE-B,ORD-1404-0035,60,IC-SOIC-MCU-STM32F1,LOT-515482,1404/11/11 07:00:00,2500,23,2477,EMP-006
FLOG-000366,LINE-B,ORD-1404-0035,46,CAP-0201-10pF,LOT-875376,1404/11/11 07:00:00,10000,22,9978,EMP-006
FLOG-000367,LINE-B,ORD-1404-0035,52,RES-0402-100R,LOT-142533,1404/11/11 07:00:00,10000,21,9979,EMP-006
FLOG-000368,LINE-B,ORD-1404-0036,40,RES-0402-10K,LOT-998584,1404/11/12 13:09:00,10000,13,9987,EMP-006
FLOG-000369,LINE-B,ORD-1404-0036,12,RES-0402-1K,LOT-756034,1404/11/12 13:09:00,5000,13,4987,EMP-006
FLOG-000370,LINE-B,ORD-1404-0036,23,IC-SOIC-OPAMP-DUAL,LOT-823984,1404/11/12 13:09:00,2500,13,2487,EMP-006
FLOG-000371,LINE-B,ORD-1404-0036,37,DIO-LED-0603-RED,LOT-324985,1404/11/12 13:09:00,4000,14,3986,EMP-006
FLOG-000372,LINE-B,ORD-1404-0036,17,CAP-0201-10pF,LOT-959928,1404/11/12 13:09:00,4000,13,3987,EMP-006
FLOG-000373,LINE-B,ORD-1404-0036,27,DIO-1N4148,LOT-422267,1404/11/12 13:09:00,2500,13,2487,EMP-006
FLOG-000374,LINE-B,ORD-1404-0036,32,IC-SOIC-PMIC-BUCK1A,LOT-760921,1404/11/12 13:09:00,5000,14,4986,EMP-006
FLOG-000375,LINE-B,ORD-1404-0036,30,DIO-LED-0603-RED,LOT-742437,1404/11/12 13:09:00,2500,13,2487,EMP-006
FLOG-000376,LINE-B,ORD-1404-0036,47,CONN-TERM-BLOCK-3P,LOT-518063,1404/11/12 13:09:00,5000,14,4986,EMP-006
FLOG-000377,LINE-A,ORD-1404-0037,6,CAP-0603-100nF,LOT-637274,1404/11/11 10:37:00,10000,53,9947,EMP-002
FLOG-000378,LINE-A,ORD-1404-0037,5,IC-SOIC-EEPROM-24C02,LOT-626668,1404/11/11 10:37:00,2500,49,2451,EMP-002
FLOG-000379,LINE-A,ORD-1404-0037,55,IC-SOIC-TXRX-RS485,LOT-257503,1404/11/11 10:37:00,2500,50,2450,EMP-002
FLOG-000380,LINE-A,ORD-1404-0037,10,IC-SOIC-MCU-STM32F1,LOT-451753,1404/11/11 10:37:00,5000,52,4948,EMP-002
FLOG-000381,LINE-A,ORD-1404-0037,40,RES-0402-10R,LOT-204773,1404/11/11 10:37:00,10000,48,9952,EMP-002
FLOG-000382,LINE-A,ORD-1404-0037,51,IC-SOIC-PMIC-BUCK1A,LOT-789216,1404/11/11 10:37:00,5000,53,4947,EMP-002
FLOG-000383,LINE-A,ORD-1404-0037,34,RES-0402-22R,LOT-312751,1404/11/11 10:37:00,5000,51,4949,EMP-002
